Time of Day	Event type	Apparition Type	Image/Video/Visual Evidence	Audio Evidence	state	State% of High School Diploma	State% of Bachelor's Degree	State% of Advanced Degree	Haunted Places Witness Count	Combined_Evidence	Witness_Count_Group	QUANTITY	TIME	FAC	ORG	LOC	EVENT
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Connecticut	91.11	42.13	18.94	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Several Ghosts	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Orb	True	True	Connecticut	91.11	42.13	18.94	6	Both	6-10	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	['Hale Homestead']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Orb	False	True	Connecticut	91.11	42.13	18.94	5	Audio Only	2-5	[]	[]	['Hearthstone Castle']	[]	[]	[]
night	Ghostly Sightings	Female Ghost	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['late at night']	['Berkshire Hall']	['Berkshire Theatre']	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	[]	['Fairfield Hall']	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['hours', 'one snowy evening']	[]	[]	[]	[]
night		Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['night']	[]	[]	[]	[]
Unknown	Fire and Destruction	Unknown	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	False	False	Connecticut	91.11	42.13	18.94	6	None	6-10	[]	[]	[]	[]	[]	[]
Unknown	Murder	Unknown	False	False	Connecticut	91.11	42.13	18.94	1	None	1	[]	[]	[]	[]	[]	['the Revolutionary war']
Unknown	Ghostly Sightings	Several Ghosts	True	True	Connecticut	91.11	42.13	18.94	6	Both	6-10	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	False	False	Connecticut	91.11	42.13	18.94	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Connecticut	91.11	42.13	18.94	5	Audio Only	2-5	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Unknown	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	['Redeyes']	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	['next morning']	[]	[]	[]	[]
night	Ghostly Sightings	Unknown	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown		Female Ghost	False	False	Connecticut	91.11	42.13	18.94	0	None	0	[]	[]	[]	['fear Ghostwatcherz.com', 'MTV']	[]	[]
night	Ghostly Sightings	Several Ghosts	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['between midnight and 4AM', '2AM']	['Dolan Hall', 'Dolan 231', 'Dolan 403']	['Fairfield U.']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	[]	[]	['PepsiCo', 'PepsiCo Theatre - Theatre']	[]	[]
night		Unknown	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	['night']	[]	[]	[]	[]
Unknown	Sounds and Noises	Orb	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	['several minutes']	[]	[]	[]	[]
Unknown		Unknown	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	['Main Street']	['DeWolf']	[]	[]
night	Sounds and Noises	Unknown	True	True	Connecticut	91.11	42.13	18.94	5	Both	2-5	[]	[]	[]	['Nike']	['the meshomasic state forest']	['cold war']
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	['Block Island Ferry', 'LedgeLight']	['Project Oceanology of Groton']	['the Thames River', 'Ocean']	[]
night	Murder	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['the night']	['Bldg 426', 'Naval Submarine Base', '427']	['Navy', 'NAVY']	[]	[]
Unknown	Mysterious Occurrences	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	False	Connecticut	91.11	42.13	18.94	0	None	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	False	Connecticut	91.11	42.13	18.94	1	None	1	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Male Ghost	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Connecticut	91.11	42.13	18.94	12	Audio Only	10+	[]	[]	[]	['State Capitol']	['New England']	[]
night		Unknown	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	['the late night hours', 'about 5 minutes']	['Rt.72', 'RT.72', 'Chamberlain Hwy', 'Ragged Mountain']	[]	[]	[]
Unknown	Ghostly Sightings	Male Ghost	True	False	Connecticut	91.11	42.13	18.94	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	[]	[]	[]	['the Hammonasset River', 'Nineveh Falls']	[]
Unknown	Ghostly Sightings	Several Ghosts	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	False	Connecticut	91.11	42.13	18.94	1	None	1	[]	[]	[]	['Inns']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Ghost	False	False	Connecticut	91.11	42.13	18.94	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	False	Connecticut	91.11	42.13	18.94	1	None	1	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	False	Connecticut	91.11	42.13	18.94	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Orb	False	False	Connecticut	91.11	42.13	18.94	1	None	1	[]	[]	[]	['Inn']	[]	[]
Unknown	Sounds and Noises	Female Ghost	True	True	Connecticut	91.11	42.13	18.94	10	Both	6-10	[]	[]	[]	[]	['Mount Tom']	[]
night	Object and Environmental Manipulation	Unknown	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	True	Connecticut	91.11	42.13	18.94	14	Audio Only	10+	[]	[]	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Orb	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	[]	[]	['UCONN']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	[]	['Hubbard Park']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	['one night']	[]	[]	[]	[]
Unknown	Sounds and Noises	Orb	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	['a half pound']	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	['Undercliff']	['the Undercliff Institution']	[]	[]
evening	Murder	Several Ghosts	False	True	Connecticut	91.11	42.13	18.94	4	Audio Only	2-5	['about three to five feet']	['the evening']	['Middlebury/Waterbury', 'Waterbury Road', 'I84']	[]	[]	[]
night	Mysterious Occurrences	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	['CVH', 'the Cotter Building']	[]	['the Ct. River']	[]
Unknown	Sounds and Noises	Unknown	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	[]	[]	['Silver Sands', 'Earth', 'Island']	[]
Unknown		Unknown	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	[]	[]	[]	['WW1']
night	Ghostly Sightings	Several Ghosts	True	False	Connecticut	91.11	42.13	18.94	6	Visual Only	6-10	[]	['midnight']	[]	[]	[]	[]
night		Unknown	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	['night']	[]	[]	[]	[]
Unknown		Child Ghost	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Murder	Several Ghosts	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	['a few seconds']	[]	[]	['crescent lake', 'New Britain']	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	False	Connecticut	91.11	42.13	18.94	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Several Ghosts	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	['Dominican Hall']	['Yale Psychiatric Institution']	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	['10 PM', 'every night', 'midnight']	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Connecticut	91.11	42.13	18.94	4	Audio Only	2-5	[]	[]	['Rosary Hall -  ']	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	['Midnight', 'midnight', 'mid-night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Orb	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night		Unknown	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	['midnight']	['Lighthouse Park']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Connecticut	91.11	42.13	18.94	6	Both	6-10	[]	['late in the night']	['Elm and Church street']	['Union Trust', 'First Union']	[]	[]
Unknown		Unknown	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	True	Connecticut	91.11	42.13	18.94	4	Audio Only	2-5	[]	[]	['North Campus']	[]	[]	[]
night	Sounds and Noises	Unknown	False	True	Connecticut	91.11	42.13	18.94	6	Audio Only	6-10	[]	['the night']	[]	[]	[]	[]
night	Object and Environmental Manipulation	Female Ghost	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	['Ledge Lighthouse']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	False	Connecticut	91.11	42.13	18.94	0	None	0	[]	['night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['night']	['Gallows Lane']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Orb	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	False	False	Connecticut	91.11	42.13	18.94	0	None	0	[]	[]	['Main Street']	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Orb	False	True	Connecticut	91.11	42.13	18.94	0	Audio Only	0	[]	['night']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	False	Connecticut	91.11	42.13	18.94	1	None	1	[]	[]	[]	['Main Inn']	[]	[]
Unknown		Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Male Ghost	True	False	Connecticut	91.11	42.13	18.94	2	Visual Only	2-5	[]	[]	['Emergency 1']	[]	[]	[]
Unknown		Unknown	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	['the I-95 Yankee doodle bridge']	[]	[]	[]
night	Ghostly Sightings	Unknown	False	True	Connecticut	91.11	42.13	18.94	7	Audio Only	6-10	[]	[]	['the Edmunds Dormitory']	['St. Thomas More']	[]	[]
Unknown	Mysterious Occurrences	Orb	True	False	Connecticut	91.11	42.13	18.94	6	Visual Only	6-10	[]	[]	[]	[]	[]	[]
night	Fire and Destruction	Unknown	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	['night']	[]	[]	[]	[]
Unknown	Murder	Child Ghost	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	[]	['Insane', 'NIKE']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Connecticut	91.11	42.13	18.94	0	Visual Only	0	[]	[]	"[""Captain Grant's Inn""]"	['New London Day']	[]	[]
Unknown		Unknown	False	False	Connecticut	91.11	42.13	18.94	0	None	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Orb	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Mysterious Occurrences	Orb	True	False	Connecticut	91.11	42.13	18.94	0	Visual Only	0	[]	['night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	['The Salem Town Hall']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	False	Connecticut	91.11	42.13	18.94	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Murder	Male Ghost	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	['Great Hill']	[]	[]	[]
night		Several Ghosts	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	True	False	Connecticut	91.11	42.13	18.94	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Connecticut	91.11	42.13	18.94	5	Both	2-5	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Female Ghost	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Connecticut	91.11	42.13	18.94	6	Both	6-10	[]	['night']	[]	[]	[]	[]
Unknown	Murder	Unknown	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	['10:00 p.m.']	['water tower']	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	False	Connecticut	91.11	42.13	18.94	15	None	10+	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	True	True	Connecticut	91.11	42.13	18.94	10	Both	6-10	[]	[]	['Morgue']	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	['Elm street', 'Mansion']	['Phelps']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	['Hamden Rd']	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	False	Connecticut	91.11	42.13	18.94	0	None	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Orb	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	['about 2 feet', '17 foot', 'about ten feet']	[]	['Hells Hallow Road', 'Hell Hollow Road', 'Hell Hallow Road']	[]	"[""Maude's Grave"", 'Hells Hallow', 'Sterling']"	[]
Unknown		Unknown	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	[]	[]	[]	[]	[]
night	Object and Environmental Manipulation	Several Ghosts	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Orb	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['night']	[]	[]	[]	[]
Unknown	Fire and Destruction	Several Ghosts	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	[]	['a Teen Center']	[]	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	True	False	Connecticut	91.11	42.13	18.94	4	Visual Only	2-5	[]	[]	[]	['the Tolland Historical Society']	[]	[]
Unknown		Unknown	False	False	Connecticut	91.11	42.13	18.94	2	None	2-5	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	['about a mile']	['night']	['route 8- highway', 'Oak Ave']	[]	[]	[]
night	Ghostly Sightings	Female Ghost	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['the night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	['mid-night']	[]	[]	[]	[]
Unknown		Unknown	True	False	Connecticut	91.11	42.13	18.94	0	Visual Only	0	[]	[]	['Breakneck Hill Road']	[]	[]	[]
Unknown	Fire and Destruction	Several Ghosts	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	True	Connecticut	91.11	42.13	18.94	5	Audio Only	2-5	[]	['night', 'the night']	[]	[]	[]	[]
night	Fire and Destruction	Female Ghost	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['night']	['the Shell gas Station']	['Texaco']	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Connecticut	91.11	42.13	18.94	10	Visual Only	6-10	[]	[]	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	False	Connecticut	91.11	42.13	18.94	3	None	2-5	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Female Ghost	False	False	Connecticut	91.11	42.13	18.94	1	None	1	[]	['12:30', 'a late night', '1']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	False	False	Connecticut	91.11	42.13	18.94	1	None	1	['about five feet']	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	['365-mile', '60 pounds', 'approx. 2 miles']	[]	['Black Rock State Park', 'the Mattituck Trail', 'Mattituck Trail', 'Rt. 6']	[]	['Saw Mill Woods', 'Hudson']	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	['night']	['French and Main street']	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	False	Connecticut	91.11	42.13	18.94	1	None	1	[]	['first thing', 'morning']	[]	['High School', 'Watertown High']	[]	[]
Unknown	Ghostly Sightings	Child Ghost	True	False	Connecticut	91.11	42.13	18.94	0	Visual Only	0	[]	[]	[]	['KPM']	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	False	Connecticut	91.11	42.13	18.94	5	None	2-5	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	True	Connecticut	91.11	42.13	18.94	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	True	Connecticut	91.11	42.13	18.94	5	Audio Only	2-5	[]	[]	[]	['Buckel Factory']	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['nights']	[]	[]	[]	[]
night		Female Ghost	True	False	Connecticut	91.11	42.13	18.94	0	Visual Only	0	[]	['between midnight and 2 AM']	['Ruden street', 'the University of New Haven']	['Notre Dame']	[]	[]
night	Murder	Unknown	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	['night']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	['the 44 acres']	[]	[]	['Police Department', 'VA']	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['the middle of the night']	[]	['Old Bed and Breakfast Inn']	[]	[]
night	Mysterious Occurrences	Orb	False	False	Connecticut	91.11	42.13	18.94	1	None	1	[]	[]	[]	[]	[]	[]
night		Unknown	False	False	Connecticut	91.11	42.13	18.94	0	None	0	[]	['night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	False	Connecticut	91.11	42.13	18.94	0	Visual Only	0	[]	['nights']	[]	[]	[]	[]
night	Object and Environmental Manipulation	Female Ghost	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	False	Connecticut	91.11	42.13	18.94	1	Visual Only	1	['3 miles']	[]	[]	[]	[]	['Civil War']
night	Sounds and Noises	Unknown	True	True	Connecticut	91.11	42.13	18.94	1	Both	1	[]	['late night']	[]	[]	[]	[]
night	Murder	Unknown	True	True	Connecticut	91.11	42.13	18.94	0	Both	0	[]	['night']	[]	['the Old Windham Inn']	[]	[]
night	Murder	Several Ghosts	False	True	Connecticut	91.11	42.13	18.94	10	Audio Only	6-10	[]	['late hours', 'all night', '~3 AM', 'the early morning', 'night', 'Late at night']	['Founders Hall']	['The Health Center']	[]	[]
night	Ghostly Sightings	Male Ghost	True	False	Connecticut	91.11	42.13	18.94	0	Visual Only	0	[]	['night']	[]	[]	[]	[]
evening		Unknown	False	False	Minnesota	94.13	38.9	13.4	1	None	1	[]	['evenings']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	[]	['Anoka State']	[]	[]
morning	Violent or Tragic Deaths	Unknown	False	True	Minnesota	94.13	38.9	13.4	4	Audio Only	2-5	[]	['the morning']	[]	[]	['Rum River']	[]
Unknown		Unknown	False	False	Minnesota	94.13	38.9	13.4	0	None	0	[]	['all hours of the day']	[]	[]	[]	[]
Unknown		Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	[]	[]	"[""Dead Man's Hill""]"	[]
night	Violent or Tragic Deaths	Unknown	False	True	Minnesota	94.13	38.9	13.4	5	Audio Only	2-5	[]	['night']	[]	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	['late at night']	[]	[]	[]	[]
night	Ghostly Sightings	Unknown	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown	Fire and Destruction	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	5	Audio Only	2-5	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	['B West']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	False	Minnesota	94.13	38.9	13.4	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Fire and Destruction	Female Ghost	True	False	Minnesota	94.13	38.9	13.4	10	Visual Only	6-10	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	['Late at night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	['hours']	[]	[]	[]	[]
night	Mysterious Occurrences	Unknown	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Male Ghost	True	True	Minnesota	94.13	38.9	13.4	4	Both	2-5	[]	[]	[]	['Burnsville Police']	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	[]	[]	[]	[]
evening	Unexplained Movements and Physical Manifestations	Female Ghost	False	False	Minnesota	94.13	38.9	13.4	0	None	0	[]	[]	[]	['Chanhassen Dinner Theatre', 'the Carver County Historical Society']	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	['any giving night']	[]	[]	[]	[]
night	Object and Environmental Manipulation	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	18	Audio Only	10+	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	False	Minnesota	94.13	38.9	13.4	5	None	2-5	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	6	Audio Only	6-10	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	[]	[]	[]	[]	[]
