Time of Day	Event type	Apparition Type	Image/Video/Visual Evidence	Audio Evidence	state	State% of High School Diploma	State% of Bachelor's Degree	State% of Advanced Degree	Haunted Places Witness Count	Combined_Evidence	Witness_Count_Group	QUANTITY	TIME	FAC	ORG	LOC	EVENT
night	Murder	Unknown	True	False	Arizona	88.97	32.43	12.64	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Several Ghosts	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Arizona	88.97	32.43	12.64	0	Visual Only	0	[]	[]	['the Ranger House', 'the Ranch House']	[]	['Park Ranger']	[]
Unknown	Sounds and Noises	Female Ghost	False	True	Arizona	88.97	32.43	12.64	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Orb	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	['night']	[]	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	['Noftsger Hill Elementary']	[]	[]	[]
morning	Violent or Tragic Deaths	Several Ghosts	False	False	Arizona	88.97	32.43	12.64	5	None	2-5	[]	['the morning']	[]	[]	[]	[]
Unknown		Unknown	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	False	Arizona	88.97	32.43	12.64	1	None	1	[]	[]	['the Hopi House', 'the El Tovar']	['the El Tovar Hotel', 'the Fred Harvey Company']	[]	[]
evening		Unknown	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	['sundown']	[]	['CCC', 'the Civilian Conservation Corps']	[]	[]
Unknown		Unknown	False	False	Arizona	88.97	32.43	12.64	1	None	1	[]	[]	[]	[]	[]	[]
night	Murder	Orb	False	False	Arizona	88.97	32.43	12.64	6	None	6-10	[]	['night']	['Carleton House']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	False	True	Arizona	88.97	32.43	12.64	5	Audio Only	2-5	[]	[]	[]	['Smith Middle School']	[]	[]
Unknown	Ghostly Sightings	Male Ghost	False	False	Arizona	88.97	32.43	12.64	1	None	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	True	Arizona	88.97	32.43	12.64	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Several Ghosts	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	['late at night']	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	False	Arizona	88.97	32.43	12.64	0	None	0	['about five feet']	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	False	Arizona	88.97	32.43	12.64	0	None	0	[]	[]	['the Cleopatra Room']	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	False	True	Arizona	88.97	32.43	12.64	0	Audio Only	0	['About two or three miles']	['the hours', '12:00AM – 3AM', 'the night', 'later that night']	[]	[]	"[""Launa's Canyon""]"	[]
Unknown	Sounds and Noises	Unknown	False	True	Arizona	88.97	32.43	12.64	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	False	Arizona	88.97	32.43	12.64	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	[]	['Theatre Three']	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	['Power Road', 'Mckelups Road']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	False	Arizona	88.97	32.43	12.64	1	None	1	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Child Ghost	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	['between 11:30PM and midnight']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	False	Arizona	88.97	32.43	12.64	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	False	Arizona	88.97	32.43	12.64	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Murder	Child Ghost	True	False	Arizona	88.97	32.43	12.64	1	Visual Only	1	[]	['between 11:15PM and', 'about midnight']	['Broadway', 'Power', 'Power Road(Jefferson Street']	[]	[]	[]
night	Sounds and Noises	Several Ghosts	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	['late at night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	[]	['1st Street and Extension']	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	True	True	Arizona	88.97	32.43	12.64	6	Both	6-10	[]	[]	[]	['VA', 'Officers Club']	[]	['the World War II']
afternoon	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	False	Arizona	88.97	32.43	12.64	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Female Ghost	True	True	Arizona	88.97	32.43	12.64	6	Both	6-10	[]	[]	[]	['a Theatre Room Museum']	[]	[]
morning	Violent or Tragic Deaths	Several Ghosts	False	False	Arizona	88.97	32.43	12.64	0	None	0	[]	['the morning', 'the evening']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	False	True	Arizona	88.97	32.43	12.64	0	Audio Only	0	['approximately thirty feet']	['One late evening', 'night']	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	['3AM']	[]	[]	['Lake Pleasant']	[]
night	Violent or Tragic Deaths	Unknown	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	['night']	[]	[]	[]	[]
Unknown		Unknown	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	[]	[]	['Performing Arts Center']	[]	[]
evening	Murder	Unknown	True	True	Arizona	88.97	32.43	12.64	2	Both	2-5	[]	[]	['17th Ave.', '19th Ave.', 'Camelback']	[]	['Roosevelt']	[]
night	Ghostly Sightings	Several Ghosts	True	True	Arizona	88.97	32.43	12.64	5	Both	2-5	[]	['late at night']	[]	[]	[]	[]
evening	Ghostly Sightings	Female Ghost	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	['evenings']	[]	['4 Peaks']	[]	[]
night	Ghostly Sightings	Unknown	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	['night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	['night']	[]	['Flamenco Unit']	[]	[]
night	Ghostly Sightings	Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	['no more than a second', 'one night', 'the fourth night', 'night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	True	Arizona	88.97	32.43	12.64	6	Audio Only	6-10	[]	[]	[]	[]	[]	[]
night		Unknown	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	[]	['The Boonies']	[]	[]	[]
night	Mysterious Occurrences	Male Ghost	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	[]	[]	['Haunted Places']	[]	[]
night	Murder	Unknown	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	['night']	[]	['Trevor G Browne High School']	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	['night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	[]	[]	[]	[]
night	Fire and Destruction	Unknown	True	False	Arizona	88.97	32.43	12.64	1	Visual Only	1	[]	[]	['35th Avenue', 'McDowell']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	False	False	Arizona	88.97	32.43	12.64	0	None	0	[]	['midnight']	['The Point Hiton -']	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	False	True	Arizona	88.97	32.43	12.64	6	Audio Only	6-10	['a few miles']	[]	[]	[]	['Lynx Lake', 'Diamond Valley']	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	False	True	Arizona	88.97	32.43	12.64	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Murder	Several Ghosts	False	True	Arizona	88.97	32.43	12.64	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	[]	['Vendome']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	False	Arizona	88.97	32.43	12.64	1	None	1	[]	[]	['Sharlot Hall']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Orb	False	True	Arizona	88.97	32.43	12.64	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	False	Arizona	88.97	32.43	12.64	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Arizona	88.97	32.43	12.64	4	Audio Only	2-5	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	False	Arizona	88.97	32.43	12.64	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	False	False	Arizona	88.97	32.43	12.64	0	None	0	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Unknown	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	['night', 'between 7PM and 12AM, rocks']	[]	[]	[]	[]
night	Mysterious Occurrences	Unknown	False	False	Arizona	88.97	32.43	12.64	5	None	2-5	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Several Ghosts	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	False	Arizona	88.97	32.43	12.64	1	Visual Only	1	[]	[]	['Palo Verde East']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False	Arizona	88.97	32.43	12.64	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Arizona	88.97	32.43	12.64	5	Both	2-5	[]	['9:00PM']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Orb	True	True	Arizona	88.97	32.43	12.64	6	Both	6-10	[]	[]	[]	['Trail', 'Mountain Bell', 'Trails']	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Arizona	88.97	32.43	12.64	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Several Ghosts	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	UFO	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	['the middle of the night']	['the Buford House']	['This Bed and Breakfast']	[]	[]
Unknown		Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	False	Arizona	88.97	32.43	12.64	1	None	1	[]	[]	['the OK Corral']	[]	[]	[]
night	Mysterious Occurrences	Female Ghost	True	False	Arizona	88.97	32.43	12.64	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	False	Arizona	88.97	32.43	12.64	5	None	2-5	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Arizona	88.97	32.43	12.64	6	Both	6-10	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	[]	['Collier)walking']	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	[]	[]	[]	[]
morning		Unknown	False	True	Arizona	88.97	32.43	12.64	5	Audio Only	2-5	[]	['dawn']	[]	[]	[]	[]
Unknown	Murder	Unknown	True	False	Arizona	88.97	32.43	12.64	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Arizona	88.97	32.43	12.64	5	Both	2-5	[]	[]	[]	[]	[]	[]
night	Mysterious Occurrences	Unknown	False	False	Arizona	88.97	32.43	12.64	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	False	Arizona	88.97	32.43	12.64	1	None	1	[]	[]	[]	[]	[]	['The Great Depression']
Unknown	Violent or Tragic Deaths	Unknown	True	False	Arizona	88.97	32.43	12.64	1	Visual Only	1	[]	['around 12:00AM, showers']	[]	[]	[]	[]
Unknown		Unknown	True	False	Arizona	88.97	32.43	12.64	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	False	Arizona	88.97	32.43	12.64	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	['about 11PM or 12AM']	[]	[]	[]	[]
morning	Murder	Female Ghost	False	True	Arizona	88.97	32.43	12.64	5	Audio Only	2-5	[]	['the night', 'around three or four in the morning']	[]	[]	['the New West']	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Fire and Destruction	Several Ghosts	True	False	Arizona	88.97	32.43	12.64	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	False	True	Arizona	88.97	32.43	12.64	0	Audio Only	0	[]	['night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	False	True	Arizona	88.97	32.43	12.64	2	Audio Only	2-5	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Female Ghost	False	False	Arizona	88.97	32.43	12.64	1	None	1	[]	['the night']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	['night']	[]	[]	[]	[]
Unknown		Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	['between 4AM and 5AM']	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	True	False	Arizona	88.97	32.43	12.64	8	Visual Only	6-10	[]	[]	['Magma Copper Mine']	[]	[]	[]
evening	Sounds and Noises	Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	['dusk', 'dawn']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	False	True	Arizona	88.97	32.43	12.64	5	Audio Only	2-5	[]	['One night', 'night']	['the 4 North Hallway']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Murder	Female Ghost	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	['late at night']	['English Building']	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	False	Arizona	88.97	32.43	12.64	1	None	1	[]	['a split second']	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Female Ghost	True	False	Arizona	88.97	32.43	12.64	1	Visual Only	1	[]	['night']	['Ghost Camp']	[]	['the Black River']	[]
Unknown	Sounds and Noises	Orb	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	[]	['Old Train Depot']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Arizona	88.97	32.43	12.64	1	Both	1	[]	[]	['the Vulture Mine']	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	False	False	Arizona	88.97	32.43	12.64	0	None	0	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	False	Arizona	88.97	32.43	12.64	5	None	2-5	[]	['about 12:00AM,']	[]	['Hayden', 'the Phoenix Cardinals', 'Jr. High', 'Hayden High School']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	False	True	Arizona	88.97	32.43	12.64	1	Audio Only	1	[]	['late at night', 'late in the evening']	[]	['Hotel Lee', 'the Hotel Lee']	[]	[]
morning	Ghostly Sightings	Several Ghosts	True	True	Arizona	88.97	32.43	12.64	0	Both	0	[]	['morning']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Maryland	91.09	48.55	24.16	0	Visual Only	0	[]	[]	['Bakersfield Elementary School']	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	True	Maryland	91.09	48.55	24.16	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	False	False	Maryland	91.09	48.55	24.16	1	None	1	[]	['night']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	False	False	Maryland	91.09	48.55	24.16	5	None	2-5	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True	Maryland	91.09	48.55	24.16	1	Both	1	[]	[]	[]	['Bates Middle School', 'Bates']	[]	[]
night	Mysterious Occurrences	Unknown	False	True	Maryland	91.09	48.55	24.16	5	Audio Only	2-5	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Maryland	91.09	48.55	24.16	4	Both	2-5	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	True	True	Maryland	91.09	48.55	24.16	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Murder	Unknown	True	False	Maryland	91.09	48.55	24.16	1	Visual Only	1	[]	[]	['Truxton park', 'Spa Cove']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	False	Maryland	91.09	48.55	24.16	0	Visual Only	0	[]	[]	[]	[]	[]	['Civil War']
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True	Maryland	91.09	48.55	24.16	0	Both	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Child Ghost	True	True	Maryland	91.09	48.55	24.16	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Maryland	91.09	48.55	24.16	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Child Ghost	True	True	Maryland	91.09	48.55	24.16	0	Both	0	[]	['at least 10 minutes', 'late at night']	[]	"[""St. Mary's""]"	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Maryland	91.09	48.55	24.16	0	Both	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Maryland	91.09	48.55	24.16	10	Both	6-10	[]	['Late at night']	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Maryland	91.09	48.55	24.16	1	Both	1	[]	[]	['Robert Long House']	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	True	True	Maryland	91.09	48.55	24.16	0	Both	0	[]	[]	['Fort']	[]	[]	['the Ghost Tour']
night		Unknown	True	False	Maryland	91.09	48.55	24.16	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night		Unknown	True	True	Maryland	91.09	48.55	24.16	1	Both	1	[]	[]	[]	[]	[]	[]
night		Unknown	False	False	Maryland	91.09	48.55	24.16	0	None	0	[]	['night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Maryland	91.09	48.55	24.16	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Maryland	91.09	48.55	24.16	5	Both	2-5	[]	[]	['Mansion', 'Lansdowne']	[]	[]	[]
Unknown	Object and Environmental Manipulation	Unknown	True	True	Maryland	91.09	48.55	24.16	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	True	Maryland	91.09	48.55	24.16	1	Audio Only	1	['about 200 acres']	[]	['Mount Wilson Lane', 'Reisterstown Road', 'North Oakes Retirement Community']	['Sanitarium', 'Mount Wilson State Hospital']	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	False	True	Maryland	91.09	48.55	24.16	1	Audio Only	1	['about a mile and a half']	['11:30 p.m.']	['Notchcliff', 'the Loch Raven Reservoir']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	False	False	Maryland	91.09	48.55	24.16	0	None	0	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Maryland	91.09	48.55	24.16	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	False	False	Maryland	91.09	48.55	24.16	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Maryland	91.09	48.55	24.16	1	Audio Only	1	[]	[]	['Davidge Hall', 'Davidge Hall -  ']	[]	[]	[]
night	Mysterious Occurrences	Unknown	True	True	Maryland	91.09	48.55	24.16	1	Both	1	[]	['night']	[]	['Medical Center']	[]	[]
night	Object and Environmental Manipulation	Unknown	False	True	Maryland	91.09	48.55	24.16	0	Audio Only	0	[]	[]	[]	['Stamp Student Union']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	False	Maryland	91.09	48.55	24.16	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	True	Maryland	91.09	48.55	24.16	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	False	False	Maryland	91.09	48.55	24.16	0	None	0	[]	[]	['The Wild One', 'Hall Manor']	['Six Flags America']	[]	[]
night	Sounds and Noises	Unknown	True	True	Maryland	91.09	48.55	24.16	0	Both	0	[]	[]	[]	[]	['Hunt Valley Town Center']	[]
Unknown		Unknown	True	False	Maryland	91.09	48.55	24.16	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Maryland	91.09	48.55	24.16	1	Both	1	[]	[]	['Ballestone Manor']	[]	[]	[]
Unknown		Unknown	True	True	Maryland	91.09	48.55	24.16	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Fire and Destruction	Unknown	True	True	Maryland	91.09	48.55	24.16	0	Both	0	[]	[]	['Fort Howard']	[]	[]	[]
night	Sounds and Noises	Several Ghosts	True	True	Maryland	91.09	48.55	24.16	1	Both	1	[]	['night']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	False	Maryland	91.09	48.55	24.16	12	Visual Only	10+	[]	[]	[]	[]	[]	[]
